Titulo,Comuna,Precio_CLP,Area_m2,Dormitorios,Baños,Estacionamientos,Precio_por_m2,Tamaño
"ArriendoDptoestilomariposapiso18,C.Independ",Independencia,,53.0,2.0,2.0,0,,Pequeño (35-54m2)
Departamentodosdormitoriossantiago,Santiago,,,2.0,1.0,0,,Sin dato
Searriendadepartamento3D+2B,La Cisterna,53000.0,,3.0,2.0,0,,Sin dato
"Arriendolindodepto.1D/1B,EstaciónCentral",Estación Central,,32.0,1.0,1.0,0,,Studio / Mini (<35m2)
Departamento1D/1BmetroLoOvalle.LaCisterna,La Cisterna,300000.0,34.0,1.0,1.0,0,8824.0,Studio / Mini (<35m2)
SearriendadepartamentoensanMiguel,Santiago,,,1.0,1.0,1,,Sin dato
DepartamentoenSanMiguel,San Miguel,55000.0,64.0,2.0,2.0,1,859.0,Mediano (55-74m2)
Lindodepartamento,Santiago,,,1.0,1.0,0,,Sin dato
DepartamentoenSantiagocentro,San Miguel,,35.0,1.0,1.0,1,,Pequeño (35-54m2)
ArriendolindodeptoenEdificioPortoSeguro,Santiago,490000.0,52.0,2.0,2.0,0,9423.0,Pequeño (35-54m2)
Departamentointerioramoblado,San Miguel,,16.0,1.0,1.0,0,,Studio / Mini (<35m2)
DEPARTAMENTO1D/1B/EST-METROÑuble(Santiago),Santiago,,42.0,1.0,1.0,1,,Pequeño (35-54m2)
"Departamento2D2BPiso14,EdificioLasAmapolas",Maipú,444000.0,,2.0,2.0,1,,Sin dato
ArriendopiezainteriorenDepartamento,Puente Alto,,,1.0,1.0,0,,Sin dato
SINCOMISIONDepto2D2B[Op1Est+1Bog],Santiago,,60.0,2.0,2.0,1,,Mediano (55-74m2)
ArgomedoconLira1D1Bbodega,Santiago,320000.0,32.0,1.0,1.0,0,10000.0,Studio / Mini (<35m2)
Depto1D+1B+Est.+Bod,Maipú,,,1.0,1.0,0,,Sin dato
DepartamentoArriendoHomeEstudio,San Miguel,,,1.0,1.0,0,,Sin dato
AcogedoryluminosodepartamentocascoantiguodeSantiago,Santiago,59000.0,,3.0,2.0,1,,Sin dato
Departamentolaflorida,La Florida,,44.0,1.0,1.0,0,,Pequeño (35-54m2)
departamentoPuenteAlto,Puente Alto,,,1.0,1.0,0,,Sin dato
SEARRIENDA2DORMITORIOSINDEPENDENCIAMETROHOSPITALES,Independencia,,,2.0,2.0,0,,Sin dato
HermosoDepartamento,Las Condes,1000000.0,110.0,4.0,3.0,1,9091.0,Premium (100m2+)
"DepartamentosenSantiago|OFERTASANIGNACIO,INMEDIATA",Santiago,,,1.0,1.0,0,,Sin dato
Lindodeptoconexcelenteubicación,Santiago,,55.0,2.0,2.0,0,,Mediano (55-74m2)
Hermosodepartamentoapasosdelmetrov.va,La Florida,54000.0,60.0,2.0,2.0,1,900.0,Mediano (55-74m2)
Departamentoexcelenteubicación,Independencia,,42.0,2.0,1.0,1,,Pequeño (35-54m2)
Arriendohermosodepartamento,Las Condes,1000000.0,,4.0,2.0,1,,Sin dato
Departamentoarriendoindependencia,Independencia,255000.0,30.0,1.0,1.0,0,8500.0,Studio / Mini (<35m2)
"EnPlazaegaña,ñuñoa",Ñuñoa,65000.0,45.0,2.0,1.0,1,1444.0,Pequeño (35-54m2)
LindodepartamentosectorÑuble,Santiago,420000.0,46.0,2.0,1.0,0,9130.0,Pequeño (35-54m2)
DeptoMetroSantaAna,Santiago,,50.0,2.0,1.0,0,,Pequeño (35-54m2)
DepartamentoMetroÑuble,Santiago,,,1.0,1.0,0,,Sin dato
departamento,Estación Central,,,3.0,2.0,0,,Sin dato
DepartamentoenÑuñoa,Ñuñoa,60000.0,68.0,2.0,2.0,0,882.0,Mediano (55-74m2)
DepartamentoEstudio-MetroSanAlbertoHurtado,Estación Central,230000.0,,1.0,1.0,0,,Sin dato
"Arriendodepto1dormitorio,vivaceta910",Independencia,250000.0,34.0,1.0,1.0,0,7353.0,Studio / Mini (<35m2)
DepartamentoMonoambiente,San Miguel,,20.0,1.0,1.0,0,,Studio / Mini (<35m2)
DEPARTAMENTOcondedelmaule4589-RM(Metropolitana),Estación Central,,33.0,1.0,1.0,0,,Studio / Mini (<35m2)
DEPARTAMENTOCampusUCSanJoaquín,San Joaquín,,38.0,1.0,1.0,0,,Pequeño (35-54m2)
DEPARTAMENTOPortoSeguro4210,Estación Central,,,1.0,1.0,0,,Sin dato
DEPARTAMENTOCarlosSilvaVildosola726,San Miguel,210000.0,36.0,1.0,1.0,0,5833.0,Pequeño (35-54m2)
DEPARTAMENTOCERCANOAESTACIONMETROPLAZACHACABUCO,Independencia,,22.0,1.0,1.0,0,,Studio / Mini (<35m2)
DEPARTAMENTOSanIgnacio,San Miguel,,20.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoJoseManuelBalmaceda3751,Renca,,42.0,2.0,2.0,0,,Pequeño (35-54m2)
"DepartamentoCoyancura2260,7510151Providencia,RegiónMetropolitana",Providencia,,,,1.0,0,,Sin dato
"DEPARTAMENTOAlameda4719,EstaciónCentral.",Estación Central,,32.0,1.0,1.0,0,,Studio / Mini (<35m2)
DEPARTAMENTOCONCONCONAVENIDAELPEÑON,Puente Alto,,30.0,2.0,1.0,0,,Studio / Mini (<35m2)
METROHOSPITALES,Independencia,,30.0,1.0,1.0,0,,Studio / Mini (<35m2)
Deptoacuadrasdemetrocementerio,Recoleta,,,1.0,1.0,0,,Sin dato
DeptoStudio,Santiago,,,1.0,1.0,0,,Sin dato
"DepartamentoNuevo,2d2b,CercademetroQuilin",Macul,55000.0,65.0,2.0,2.0,1,846.0,Mediano (55-74m2)
DepartamentoAmobladoFullEquipado,Ñuñoa,58000.0,42.0,1.0,1.0,0,1381.0,Pequeño (35-54m2)
DepartamentoInteriorentradaindependiente,La Florida,,45.0,1.0,1.0,0,,Pequeño (35-54m2)
ArriendoDepartamento,Ñuñoa,59500.0,39.0,1.0,1.0,0,1526.0,Pequeño (35-54m2)
Departamentoenarriendo2Dy1B,Independencia,,60.0,2.0,1.0,0,,Mediano (55-74m2)
DepartamentoenEstaciónCentral,Estación Central,250000.0,,1.0,1.0,0,,Sin dato
Departamento2D1BenArriendoJardinesdeMaipú,Maipú,,,2.0,1.0,0,,Sin dato
Acogedordepartamento,San Miguel,,42.0,2.0,1.0,1,,Pequeño (35-54m2)
Departamentosemi-nuevo1d+1b,Santiago,,33.0,1.0,1.0,0,,Studio / Mini (<35m2)
Departamento,Santiago,,70.0,3.0,2.0,0,,Mediano (55-74m2)
Arriendodepto2d1b1estmetroecuador.,Estación Central,,,2.0,1.0,1,,Sin dato
Searriendadepartamento2D2B,San Miguel,,,2.0,2.0,1,,Sin dato
Arriendodeptoenbarrioyungay,Santiago,,28.0,1.0,1.0,0,,Studio / Mini (<35m2)
ArriendoDepartamento,Independencia,400000.0,,2.0,1.0,0,,Sin dato
HomeEstudio.MetroGrutaLourdesSinComisión,Quinta Normal,,30.0,1.0,1.0,0,,Studio / Mini (<35m2)
Departamentoundormitorioamplio,Santiago,,42.0,1.0,1.0,0,,Pequeño (35-54m2)
"Departamento2piezas,2bañosyestacionamiento.",Estación Central,,,2.0,2.0,1,,Sin dato
Arriendodepartamento,Santiago,320000.0,45.0,2.0,1.0,0,7111.0,Pequeño (35-54m2)
ArriendoDepartamento,Puente Alto,,,2.0,1.0,0,,Sin dato
Acogedordepartamento,San Miguel,,40.0,1.0,1.0,0,,Pequeño (35-54m2)
MetroQuintaNormal2D1B+bodega,Santiago,,42.0,2.0,1.0,0,,Pequeño (35-54m2)
"Dueñoalquiladepto2d,1b,1b",Estación Central,,,2.0,1.0,0,,Sin dato
Departamento2dormitorio1baño,La Florida,,45.0,2.0,1.0,0,,Pequeño (35-54m2)
Arriendodepartamento,Santiago,320000.0,45.0,2.0,1.0,0,7111.0,Pequeño (35-54m2)
Arriendo,Santiago,,40.0,1.0,1.0,0,,Pequeño (35-54m2)
Depto.1Hab1BañocercametroÑuble,San Joaquín,333000.0,,1.0,1.0,0,,Sin dato
DeptoAmoblado,Santiago,,,1.0,1.0,0,,Sin dato
SINCOMISIONDeptoestilomariposa,Santiago,,50.0,2.0,2.0,0,,Pequeño (35-54m2)
Departamentototalmenteamoblado,Santiago,,37.0,1.0,1.0,0,,Pequeño (35-54m2)
ArriendodepartamentoSantiagocentro,Santiago,,40.0,1.0,1.0,0,,Pequeño (35-54m2)
ProyectoSanFranciscoII,Santiago,250000.0,38.0,1.0,1.0,0,6579.0,Pequeño (35-54m2)
Searriendadepartamentoenelbosque,El Bosque,,,2.0,1.0,0,,Sin dato
DeptoSanMiguel1D1BCocinaAmoblada+Estacionamiento(opcional),San Miguel,,50.0,1.0,1.0,0,,Pequeño (35-54m2)
Arriendodeptotercerpiso,La Florida,,52.0,3.0,1.0,1,,Pequeño (35-54m2)
Dpto1DormitorioArriendoCod.324,Santiago,330000.0,,1.0,1.0,0,,Sin dato
DepartamentoenSantoDomingo1470,Santiago,,,1.0,1.0,1,,Sin dato
"SearriendadptoSeminuevo,piso22,ComunadeSantiagocentro.",Santiago,,32.0,1.0,1.0,1,,Studio / Mini (<35m2)
DEPARTAMENTODiegodeAlmagro/Holanda,Providencia,70000.0,65.0,2.0,1.0,0,1077.0,Mediano (55-74m2)
DEPARTAMENTOMetroescuelamilitar/felixdeamesti,Las Condes,560000.0,45.0,1.0,1.0,0,12444.0,Pequeño (35-54m2)
Dep2D1BañomásBodega,Independencia,,,2.0,1.0,0,,Sin dato
"Deptoamoblado,dueñodirecto",Santiago,,35.0,1.0,1.0,0,,Pequeño (35-54m2)
Departamentocentrico,Santiago,,41.0,2.0,1.0,0,,Pequeño (35-54m2)
Depto2Hab/1BañoSantaPetronila38piso10,Estación Central,,40.0,2.0,1.0,0,,Pequeño (35-54m2)
Searriendasantaigocentro,Santiago,,42.0,1.0,1.0,0,,Pequeño (35-54m2)
Departamentorecoleta,Recoleta,,54.0,3.0,1.0,0,,Pequeño (35-54m2)
Arriendodptocongastoscomunesincluidos,La Cisterna,,60.0,2.0,1.0,1,,Mediano (55-74m2)
Arriendodepartamento1dormitorio,San Miguel,,,1.0,1.0,0,,Sin dato
Hermosodepartamento,La Florida,,54.0,2.0,1.0,1,,Pequeño (35-54m2)
searriendaHermosodepartamentoamobladoaestrenar,Ñuñoa,55000.0,,1.0,1.0,0,,Sin dato
ARGOMEDO350DP615,Santiago,349000.0,,2.0,1.0,0,,Sin dato
ENARRIENDODP.HAMLET4000,Las Condes,80000.0,,2.0,2.0,1,,Sin dato
LindoDpto.1D1BDepartamental-GranAvda,San Miguel,,,1.0,1.0,0,,Sin dato
LadoBarrioItalia2dormitorios2baños,Santiago,,60.0,2.0,2.0,1,,Mediano (55-74m2)
"ArriendaDepto.2dormitorios,2baños,BodegayEstacionamiento",Conchalí,,,2.0,2.0,1,,Sin dato
Dpto.estudiocercanoaMetroQuintaNormal,Santiago,,19.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoChileEspaña8184TorreA/Colon8169TorreB,La Cisterna,,36.0,2.0,1.0,0,,Pequeño (35-54m2)
DepartamentoAvenidaSantaRosa5741,San Miguel,307000.0,45.0,3.0,1.0,0,6822.0,Pequeño (35-54m2)
"DPTON°1910,2D+2B,SANIGNACIO,METROTOESCA,AM",Santiago,,44.0,2.0,2.0,0,,Pequeño (35-54m2)
Departamento1D+1B+BodegaEdfNuevoEcuador,Estación Central,,,1.0,1.0,0,,Sin dato
DEPARTAMENTOSanPetersburgo6351,San Miguel,,,3.0,1.0,0,,Sin dato
"DEPARTAMENTOMapocho3521,QuintaNormal",Quinta Normal,,47.0,3.0,1.0,0,,Pequeño (35-54m2)
EnPromocionSearriendadeptode2dormitorios2baños,Santiago,,,2.0,2.0,0,,Sin dato
DEPARTAMENTOPedrodeValdivia150,Providencia,440000.0,22.0,1.0,1.0,0,20000.0,Studio / Mini (<35m2)
DepartamentoVillasana1451,Quinta Normal,,42.0,2.0,1.0,0,,Pequeño (35-54m2)
DEPARTAMENTOAvenidaLaDehesa/LosAdobes,Lo Barnechea,1258000.0,85.0,2.0,2.0,0,14800.0,Grande (75-99m2)
DepartamentoTrinidadRamírez654,La Cisterna,,44.0,2.0,2.0,0,,Pequeño (35-54m2)
DepartamentoSanPetersburgo6351,San Miguel,,45.0,3.0,1.0,0,,Pequeño (35-54m2)
DepartamentoBrionesLuco0801-0829-0847-0849,La Cisterna,315000.0,57.0,2.0,1.0,0,5526.0,Mediano (55-74m2)
"DepartamentoenAv,WalkerMartinez1600",La Florida,510000.0,,2.0,2.0,1,,Sin dato
"DepartamentoARRIENDO,CARMEN,SANTIAGOCENTRO",Santiago,,32.0,1.0,1.0,0,,Studio / Mini (<35m2)
DEPTO3DORM2BAÑOS/LIRA,Santiago,68000.0,,3.0,2.0,1,,Sin dato
Arriendocasatipodepartamento,Maipú,,,2.0,1.0,0,,Sin dato
Searriendaenlaflorida,La Florida,,42.0,1.0,1.0,0,,Pequeño (35-54m2)
"DepartamentocallePabloUrzúa,Independencia",Independencia,,32.0,1.0,1.0,0,,Studio / Mini (<35m2)
StageSanDiego2D+2B,Santiago,555000.0,54.0,2.0,2.0,0,10278.0,Pequeño (35-54m2)
SearriendadeptoSanIgnacio-Santiago,Santiago,,66.0,2.0,2.0,0,,Mediano (55-74m2)
ArriendoDepartamento,Estación Central,,54.0,2.0,1.0,0,,Pequeño (35-54m2)
Depto2DenCondominioaDosCuadrasdelmetro,Santiago,,41.0,2.0,1.0,0,,Pequeño (35-54m2)
EspectaculardepartamentoconvistaaSantiago,Vitacura,2960000.0,380.0,3.0,4.0,2,7789.0,Premium (100m2+)
LINDODEPARTAMENTO1D+1BCERCADEMETROECUADOR,Estación Central,,,1.0,1.0,0,,Sin dato
ArriendoHermosoDeptoAmoblado,Santiago,450000.0,33.0,1.0,1.0,0,13636.0,Studio / Mini (<35m2)
"Searrendadeptonuevo,1dormitorio.",San Bernardo,,37.0,1.0,1.0,0,,Pequeño (35-54m2)
"LindoDpto.2D1BDécimaAvda,SanMiguel,CercanoaMetro",San Miguel,,,2.0,1.0,0,,Sin dato
"S.FRANCISCO242,CERCANOAMETROSS.LUCÍAYU.D",Santiago,,30.0,1.0,1.0,0,,Studio / Mini (<35m2)
"DepartamentoStgoCentro,metroToesca.",Santiago,390000.0,,1.0,1.0,0,,Sin dato
DepartamentoInterior,Recoleta,,,1.0,1.0,0,,Sin dato
LadoBarrioItalia2dormitorios2baños,Santiago,,60.0,2.0,2.0,1,,Mediano (55-74m2)
Compartodepartamento,Maipú,,,1.0,1.0,1,,Sin dato
SEARRIENDA2DORMITORIOSESTILOMARIPOSAMACUL,Macul,,,2.0,2.0,0,,Sin dato
DEPARTAMENTOalmirantelatorre59-BarrioRepública-RM(Metropolitana),Santiago,,33.0,1.0,1.0,0,,Studio / Mini (<35m2)
"Lindodepto1d1bestacybodega,metroPlazaEgaña,Ñuñoa",Ñuñoa,444000.0,,1.0,1.0,1,,Sin dato
DEPARTAMENTOLosMilitaresconAlonsodeCórdova.RosarioNorte.ManquehueMETRO,Las Condes,1800000.0,150.0,3.0,3.0,0,12000.0,Premium (100m2+)
"EstudioModerno,MetroRepública(97573)",Santiago,235000.0,,1.0,1.0,0,,Sin dato
DEPARTAMENTOBellavistaconLoreto,Recoleta,407000.0,38.0,1.0,1.0,0,10711.0,Pequeño (35-54m2)
DEPARTAMENTOSANPABLO1295MASESTACIONAMIENTO,Santiago,,,1.0,1.0,1,,Sin dato
DepartamentoapasosdemetroManquehueLasCondes,Las Condes,85000.0,98.0,3.0,2.0,1,867.0,Grande (75-99m2)
ArrendamosEstudioEnSanNicolasConBodega-VivaFacilP,San Miguel,,,1.0,1.0,0,,Sin dato
DEPARTAMENTOLazo,San Miguel,,51.0,2.0,1.0,0,,Pequeño (35-54m2)
"DEPARTAMENTOMapocho3521,QuintaNormal.",Quinta Normal,,43.0,2.0,1.0,0,,Pequeño (35-54m2)
"DEPARTAMENTOMapocho3521,QuintaNormal.",Quinta Normal,,45.0,2.0,1.0,0,,Pequeño (35-54m2)
DEPARTAMENTOEntreLasPerdisesyAlvaroCasanova,Peñalolén,1490000.0,196.0,4.0,5.0,0,7602.0,Premium (100m2+)
HudChileARRIENDAenLoBarnechea!DepartamentoExquisito!,Lo Barnechea,777000.0,,1.0,1.0,1,,Sin dato
DEPARTAMENTOLasPalmas2,Colina,75000.0,80.0,2.0,1.0,0,938.0,Grande (75-99m2)
"DEPARTAMENTOAlameda4719,EstaciónCentral.",Estación Central,,32.0,1.0,1.0,0,,Studio / Mini (<35m2)
"DEPARTAMENTOAlameda4719,EstaciónCentral.",Estación Central,,32.0,1.0,1.0,0,,Studio / Mini (<35m2)
"DEPARTAMENTOAlameda4719,EstaciónCentral.",Estación Central,,32.0,1.0,1.0,0,,Studio / Mini (<35m2)
DEPARTAMENTOPLAZUELALAHIGUERA,Estación Central,,70.0,3.0,2.0,0,,Mediano (55-74m2)
DEPARTAMENTOCondominioPedroDeOñaubicadoenVicuñamackna,Renca,,,1.0,1.0,0,,Sin dato
30%DESCUENTOENELPRIMERMES/2D1B+ESTAC.YBOD./MTSANALBERTOH.,Estación Central,,41.0,2.0,1.0,1,,Pequeño (35-54m2)
"Arriendo,DEPARTAMENTO,SANTIAGO.2D/1B",Santiago,,40.0,2.0,1.0,0,,Pequeño (35-54m2)
METROHOSPITALES,Independencia,,30.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoTERCERAAVENIDA1181COMUNASANMIGUE,San Miguel,,54.0,2.0,1.0,0,,Pequeño (35-54m2)
ArriendodeptonuevoencondominioLaflorida,La Florida,,57.0,2.0,2.0,0,,Mediano (55-74m2)
"Departamentocasinuevo,metroCementerio,Recolet",Recoleta,,53.0,2.0,1.0,0,,Pequeño (35-54m2)
Arriendodpto2dormitorios,Santiago,,48.0,2.0,1.0,0,,Pequeño (35-54m2)
ArriendoDeptodoshab.dosbaños.(Nuevo),Santiago,,60.0,2.0,2.0,1,,Mediano (55-74m2)
Searriendadepartamentoencondominio.,Estación Central,,,2.0,1.0,1,,Sin dato
DepartamentoRadal1225,Quinta Normal,,51.0,2.0,1.0,1,,Pequeño (35-54m2)
Departamento1d1bfrenteamallindependencia,Independencia,,30.0,1.0,1.0,0,,Studio / Mini (<35m2)
Departamento,Estación Central,,,2.0,1.0,0,,Sin dato
Depto2D+2BBodyEstac.-LaFlorida,La Florida,,49.0,2.0,2.0,0,,Pequeño (35-54m2)
Departamentoenmaipu,El Bosque,,54.0,2.0,3.0,1,,Pequeño (35-54m2)
Departamentoampliocongranterraza,San Miguel,,44.0,1.0,1.0,1,,Pequeño (35-54m2)
AmpliodepartamentoamediacuadradeAlameda,Santiago,,75.0,3.0,2.0,0,,Grande (75-99m2)
DepartamentoGeocentroAmunategui,Santiago,,35.0,1.0,1.0,0,,Pequeño (35-54m2)
LindodepartamentoSANJOAQUÍN,San Joaquín,,,3.0,1.0,0,,Sin dato
DeptoenLaFloridaapasosdemetros,La Florida,,70.0,2.0,2.0,0,,Mediano (55-74m2)
DepartamentoapasosdemetroLaFlorida,La Florida,,80.0,3.0,2.0,1,,Grande (75-99m2)
ArriendodeDepartamentoParejaopersonasola,Quinta Normal,,50.0,1.0,1.0,0,,Pequeño (35-54m2)
"Searriendacasa,con2Dptointeriores",Lo Espejo,,,2.0,1.0,0,,Sin dato
ArriendodepartamentoCuricó424,Santiago,,57.0,2.0,2.0,0,,Mediano (55-74m2)
Departamento1dormaestrenarAv.LasCondessincomisión,Las Condes,666000.0,,1.0,1.0,1,,Sin dato
DepartamentoInteriorElBosque,El Bosque,340000.0,40.0,2.0,1.0,1,8500.0,Pequeño (35-54m2)
DepartamentoARRIENDOLORDCOCHRANE277METROMONE,Santiago,,28.0,1.0,1.0,0,,Studio / Mini (<35m2)
"Excelentedepartamentointerior,muybienubicado",La Florida,300000.0,25.0,1.0,1.0,1,12000.0,Studio / Mini (<35m2)
DepartamentointeriorenPeñalolén,Peñalolén,,,1.0,1.0,0,,Sin dato
DepartamentoadoscuadrasdelMetroSantaIsabel,Santiago,,68.0,2.0,2.0,0,,Mediano (55-74m2)
DeptoEstudioMetroAgricola,Macul,,,1.0,1.0,0,,Sin dato
ENARRIENDODPTOPRIMERPISOSANTAROSA,San Joaquín,,45.0,2.0,1.0,0,,Pequeño (35-54m2)
Departamento1Dy1BenSantiagoCentro,Santiago,,24.0,1.0,1.0,0,,Studio / Mini (<35m2)
ApartamentoenCOLINA,Colina,300000.0,,1.0,1.0,1,,Sin dato
Departamento2dopiso2d1b+logiaencondominio,Quilicura,,60.0,2.0,1.0,0,,Mediano (55-74m2)
DepartamentoenCatedral1330,Santiago,,,1.0,1.0,0,,Sin dato
Depto1D1BEstaciónCentral(90926),Estación Central,,,1.0,1.0,0,,Sin dato
Departamento3D2B1E,Puente Alto,,56.0,3.0,2.0,1,,Mediano (55-74m2)
HermosoDepartamento,Las Condes,1000000.0,110.0,4.0,3.0,1,9091.0,Premium (100m2+)
DepartamentoCoronelAlvarado2505,Independencia,,46.0,3.0,1.0,0,,Pequeño (35-54m2)
Cómododepartamento,Santiago,,60.0,2.0,2.0,1,,Mediano (55-74m2)
Arriendodpto,Estación Central,,,2.0,2.0,0,,Sin dato
Arriendodepartamento1Dy1BLacisterna,La Cisterna,,,1.0,1.0,0,,Sin dato
DepartamentoconestacionamientoenQuintanormal,Quinta Normal,,50.0,3.0,1.0,1,,Pequeño (35-54m2)
DepartamentoSantiagoCentro-SanDiego,Santiago,,50.0,2.0,1.0,0,,Pequeño (35-54m2)
Arriendodepartamentotrinidadramirez180,La Cisterna,,55.0,2.0,2.0,0,,Mediano (55-74m2)
Searriendadepto.EnMaipú,Maipú,,,3.0,1.0,0,,Sin dato
AMOBLADO.SINCORREDOR.MetrostaAna,Santiago,70000.0,,2.0,1.0,0,,Sin dato
"1dormitorio,sincomisión,garantíaen3meses",Estación Central,,34.0,1.0,1.0,0,,Studio / Mini (<35m2)
NuevaCentral4588RECIENREMODELADO,Conchalí,,,2.0,1.0,0,,Sin dato
Depto.SantoDomingo/MacIverGComunesIncluidos,Santiago,350000.0,45.0,1.0,1.0,0,7778.0,Pequeño (35-54m2)
Arriendodepartamentoestacioncentral,Peñalolén,50000.0,,3.0,2.0,0,,Sin dato
SearriendaDeptoenCalleSanFrancisco,Santiago,,,1.0,1.0,0,,Sin dato
"DepartamentoenMujica133ñuñoa,",Ñuñoa,495000.0,40.0,1.0,1.0,1,12375.0,Pequeño (35-54m2)
CondominioTerraviva,Quinta Normal,390000.0,,3.0,1.0,0,,Sin dato
Departamentopequeño1ambte,Santiago,,,1.0,1.0,0,,Sin dato
DeptoStudio1D1B.MetroSantaAna(Amoblado),Santiago,,25.0,1.0,1.0,0,,Studio / Mini (<35m2)
ArriendodepartamentoÑuñoaapasosdelmetroIrarrázaval,Ñuñoa,68000.0,,2.0,2.0,1,,Sin dato
Dpto.estudiocercanoaMetroQuintaNormal,Santiago,,19.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoExcelenteUbicaciónenLAFLORIDA,La Florida,600000.0,,4.0,3.0,1,,Sin dato
"DepartamentoPudahuel,cercanoametroBarrancas",Pudahuel,,50.0,3.0,1.0,0,,Pequeño (35-54m2)
"1dormitorio-1baño,MetroGrutadeLourdes",Quinta Normal,,38.0,1.0,1.0,0,,Pequeño (35-54m2)
MetroStaIsabel/Irarrazaval1D1B,Santiago,,40.0,1.0,1.0,1,,Pequeño (35-54m2)
Departamento2D+1B,Quinta Normal,340000.0,60.0,2.0,1.0,0,5667.0,Mediano (55-74m2)
Depto.EdificioParqueWalkerMartinezPiso12,La Florida,,52.0,2.0,2.0,1,,Pequeño (35-54m2)
ArriendoDepartamentosectorcomercial,San Miguel,,60.0,2.0,2.0,0,,Mediano (55-74m2)
DepartamentoenSanMiguel,San Miguel,,,3.0,1.0,0,,Sin dato
DeptoLaFlorida,La Florida,,61.0,2.0,1.0,0,,Mediano (55-74m2)
ExcelentedepartamentometroIrarrazabal,Ñuñoa,,48.0,2.0,2.0,0,,Pequeño (35-54m2)
SearriendalindoDeptoenSantiagocentro,Santiago,,40.0,1.0,1.0,1,,Pequeño (35-54m2)
"Departamento1dormitorio,Nuñoa,EstadioNacional",La Florida,,43.0,1.0,1.0,1,,Pequeño (35-54m2)
Arriendodepartamentoenmacul,Macul,,,2.0,1.0,1,,Sin dato
"HomeStudio,impecable,$250.000.(Toromazote64)",Santiago,,33.0,1.0,1.0,0,,Studio / Mini (<35m2)
DEPARTAMENTOadoscuadrasdesupermercadoLider,Santiago,325000.0,35.0,1.0,1.0,0,9286.0,Pequeño (35-54m2)
Departamento1dormitorio1baño,Santiago,360000.0,,1.0,1.0,0,,Sin dato
ExclusivodepartamentoapasosdelmetroCerroBlanco,Recoleta,550000.0,84.0,3.0,2.0,1,6548.0,Grande (75-99m2)
Deptoestudio,Santiago,,30.0,1.0,4.0,9,,Studio / Mini (<35m2)
Dpto2dormitorios1bañoyestac,La Florida,,53.0,2.0,1.0,1,,Pequeño (35-54m2)
EdificioAltoColon-MetroHOSPITALES,Independencia,,45.0,3.0,1.0,0,,Pequeño (35-54m2)
Arriendodepartamento,Cerrillos,,,1.0,1.0,0,,Sin dato
Searriendalindodepartamento,Santiago,,33.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoLaFlorida,La Florida,50000.0,,2.0,2.0,1,,Sin dato
ArriendoDpto1DormitorioEstacionamiento&BodegaCod.416,Santiago,,,1.0,1.0,1,,Sin dato
"AMPLIO,COCINACERRADA,ESTACIONAMIENTOYBODEGA",Santiago,57000.0,80.0,3.0,2.0,1,712.0,Grande (75-99m2)
DepartamentoNuevoenZañartu1287,Ñuñoa,,,1.0,1.0,0,,Sin dato
Departamentoñuñoa,Ñuñoa,58000.0,,2.0,2.0,1,,Sin dato
ExcelenteDeptoUnDormitorio,Santiago,250000.0,,1.0,1.0,0,,Sin dato
DepartamentoChileEspaña8184TorreA/Colon8169TorreB,La Cisterna,,42.0,2.0,1.0,0,,Pequeño (35-54m2)
"Arriendo,DEPARTAMENTO,LASCONDES.1D/1B",Las Condes,740000.0,40.0,1.0,1.0,1,18500.0,Pequeño (35-54m2)
Departamentointeriorparcela,Colina,,,1.0,1.0,0,,Sin dato
ARRIENDODEPARTAMENTOESTORIL1DORMITORIOCONPATIO,Las Condes,1090000.0,94.0,1.0,1.0,1,11596.0,Grande (75-99m2)
DEPARTAMENTOEmbajadorQuintana4334,Estación Central,,,2.0,1.0,0,,Sin dato
DEPARTAMENTONuevaAndresBello1890,Independencia,,,1.0,1.0,0,,Sin dato
ArriendoDepartamento,Independencia,,,2.0,1.0,0,,Sin dato
DeptoLaCisterna-Intermodal,La Cisterna,,,2.0,1.0,1,,Sin dato
Searriendahermosodepartamento,Santiago,,50.0,2.0,2.0,0,,Pequeño (35-54m2)
Departamento,Estación Central,,72.0,2.0,1.0,10,,Mediano (55-74m2)
DepartamentoMetroelllano3D1bsanmiguel,San Miguel,,49.0,3.0,1.0,0,,Pequeño (35-54m2)
AmplioDeptoStgoCentro1D1B,Santiago,,38.0,1.0,1.0,0,,Pequeño (35-54m2)
"Departamento3dormitorios,bodegaybalcón",Quinta Normal,,65.0,3.0,1.0,0,,Mediano (55-74m2)
Departamentoencondominioprivado,San Bernardo,420000.0,,2.0,2.0,1,,Sin dato
DepartamentoamobladocercanoMetroUniversidadde,Santiago,,,2.0,1.0,0,,Sin dato
Departamento,Ñuñoa,,,2.0,2.0,0,,Sin dato
Departamentointerior,Ñuñoa,,,1.0,1.0,0,,Sin dato
Departamento,Macul,,85.0,3.0,2.0,1,,Grande (75-99m2)
Argomedo65cercaStaIsabel(Dueñosincomisión),Santiago,400000.0,60.0,2.0,2.0,1,6667.0,Mediano (55-74m2)
