Titulo,Comuna,Precio_CLP,Area_m2,Dormitorios,Baños,Estacionamientos,Precio_por_m2,Tamaño
"DEPARTAMENTOArturoPrat1237,Santiago.",Santiago,,44.0,2.0,1.0,0,,Pequeño (35-54m2)
Departamentomodernoaestrenar1h1h,Santiago,,31.0,1.0,,0,,Studio / Mini (<35m2)
DEPARTAMENTOAvenidadelParqueconLaRinconada,Huechuraba,814000.0,101.0,3.0,2.0,0,8059.0,Premium (100m2+)
"Searriendadepto.1D1B,MetroMoneda,SantiagoC",Santiago,,36.0,1.0,1.0,0,,Pequeño (35-54m2)
DepartamentoenRodrigodeAraya,Ñuñoa,,38.0,1.0,1.0,0,,Pequeño (35-54m2)
AMPLIOYCOMODODEPTO3DORM2BAESTBODBUENSECTORÑUÑOA,Ñuñoa,80000.0,88.0,3.0,2.0,1,909.0,Grande (75-99m2)
LuminosoDptode2d/2b/1evistasdespejadas(89508),La Florida,52000.0,,2.0,2.0,1,,Sin dato
ESTRENADEPARTAMENTODE1D1BCONESTACIONAMIENTO,Santiago,,33.0,1.0,1.0,1,,Studio / Mini (<35m2)
"DEPARTAMENTOTucapelJiménez136,CentroHistóricodeSantiago,Santiago,RM(Metropolitana)",Santiago,,36.0,1.0,1.0,0,,Pequeño (35-54m2)
CENTRICODEPARTAMENTO,Santiago,249898.0,30.0,1.0,1.0,0,8330.0,Studio / Mini (<35m2)
Arriendodepto2d2bestcybodegasanmiguel,San Miguel,,70.0,2.0,2.0,1,,Mediano (55-74m2)
"Departamento,BelisarioPrats1850",Independencia,,47.0,1.0,1.0,0,,Pequeño (35-54m2)
Departamento2Dormitorios1BañoMetroToesca,Santiago,,48.0,2.0,1.0,0,,Pequeño (35-54m2)
DepartamentoenBrisasdelMaipo,La Cisterna,350000.0,46.0,3.0,1.0,0,7609.0,Pequeño (35-54m2)
DepartamentoenRosas,Santiago,,33.0,1.0,1.0,1,,Studio / Mini (<35m2)
DepartamentoenRosas,Santiago,,33.0,1.0,1.0,1,,Studio / Mini (<35m2)
"ARRIENDOLINDODEPTO1DORMITORIO,METROPARQUEALMAGRO",Santiago,,35.0,1.0,1.0,0,,Pequeño (35-54m2)
"DeptoMariposa,2d+2b+EstacYBodMetroIrarrazaval",Ñuñoa,57000.0,54.0,2.0,2.0,1,1056.0,Pequeño (35-54m2)
APASOSDELMETROSANTAANA,Santiago,,48.0,2.0,2.0,1,,Pequeño (35-54m2)
BLANCOVIEL/SANMIGUEL,San Miguel,,35.0,1.0,1.0,1,,Pequeño (35-54m2)
DepartamentoenAvenidaDiegoPortales,La Florida,50000.0,48.0,3.0,2.0,0,1042.0,Pequeño (35-54m2)
Impecabledepartamento(96882),Estación Central,,,1.0,1.0,0,,Sin dato
SeArriendaDepartamento(95218),Santiago,55000.0,,,,0,,Sin dato
DepartamentoCARLOSCONDELL,La Cisterna,300000.0,52.0,3.0,1.0,0,5769.0,Pequeño (35-54m2)
"DepartamentoARRIENDODEPARTAMENTO,2D2B,METRIULA",Santiago,,54.0,2.0,2.0,0,,Pequeño (35-54m2)
DepartamentoenSanDiego,Santiago,,45.0,2.0,1.0,1,,Pequeño (35-54m2)
DepartamentoenRosas,Santiago,,33.0,1.0,1.0,1,,Studio / Mini (<35m2)
PROMOCIÓNARRIENDOREBAJADOPOR3MESES,Santiago,,28.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenGuillermoMann,Ñuñoa,,35.0,1.0,1.0,1,,Pequeño (35-54m2)
DepartamentoenBeaucheff,Santiago,60000.0,90.0,3.0,2.0,1,667.0,Grande (75-99m2)
"HANGAROA12380,SANBERNARDO",San Bernardo,,60.0,2.0,1.0,0,,Mediano (55-74m2)
DepartamentoenRosas,Santiago,,33.0,1.0,1.0,1,,Studio / Mini (<35m2)
DEPARTAMENTO1D+1BGRANCONECTIVIDADYLUMINOSO,Santiago,,30.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenSanMartín,Santiago,,52.0,2.0,1.0,0,,Pequeño (35-54m2)
Deptorenovado1erpiso+Estac.ypatio-MetroV.Valdés,La Florida,,,1.0,1.0,1,,Sin dato
DepartamentoenSantaAna,La Granja,252000.0,58.0,2.0,2.0,0,4345.0,Mediano (55-74m2)
"ARRIENDODepartamentoaNUEVOde2Dormitorios,2Baños+EstacionamientoyBodega",Santiago,,45.0,2.0,2.0,1,,Pequeño (35-54m2)
DepartamentoEstaciónCentral,Estación Central,,52.0,2.0,2.0,1,,Pequeño (35-54m2)
Macul/Quilín/ArriendoDepartamentoConEstacionamiento,Macul,50000.0,57.0,2.0,2.0,1,877.0,Mediano (55-74m2)
ARRIENDODEPTONUEVODE2D2BMASESTACIONAMIENTOYBODEGAENÑUÑOA,Ñuñoa,53000.0,60.0,2.0,2.0,1,883.0,Mediano (55-74m2)
"DEPARTAMENTOTucapelJiménez136,Santiago,Chile,CentroHistóricodeSantiago,Santiago,RM(Metropolitana)",Santiago,,30.0,1.0,1.0,0,,Studio / Mini (<35m2)
Searrienda-AvLasCondes,Las Condes,1250000.0,,2.0,2.0,1,,Sin dato
SearriendadepartamentoenEdificioUrbanoÑuñoa,Ñuñoa,,,1.0,1.0,1,,Sin dato
SantaMaríaantiguo2D+servicio,Providencia,1250000.0,,3.0,2.0,1,,Sin dato
Arriendodepto3D2BenLaCisterna,La Cisterna,,55.0,3.0,2.0,0,,Mediano (55-74m2)
CONESTACIONAMIENTO(96871),Estación Central,,,1.0,1.0,1,,Sin dato
Dpto1D/1Bpasosmetro(95728),Santiago,,,1.0,1.0,0,,Sin dato
"AvenidaVicuñaMackenna327,Santiago,Chile(35091)",Santiago,,,1.0,1.0,0,,Sin dato
ArriendoDptoLaFlorida(90994),La Florida,,,2.0,2.0,1,,Sin dato
"ElLLano,SanMiguel(94595)",San Miguel,55000.0,,2.0,2.0,1,,Sin dato
"JuanMontalvo,excelenteubicación(94440)",Las Condes,1300000.0,,,,0,,Sin dato
"DPTO.DOSHABITACIONESAMPLIAS,DOSBAÑOS(31062)",Santiago,365000.0,,2.0,2.0,0,,Sin dato
ÑuñoaArriendoamoblado(87258),Ñuñoa,69000.0,,2.0,1.0,1,,Sin dato
DEPARTAMENTONUEVOAESTRENAR2DORMITORIOS1BAÑO,Estación Central,296000.0,50.0,2.0,1.0,0,5920.0,Pequeño (35-54m2)
Depto.InteriorMaipu(NoEdificio),Maipú,,38.0,2.0,1.0,1,,Pequeño (35-54m2)
"Arriendodepto2D1BESTACIONAMIENTOBODEGA,STGO",Santiago,,,2.0,1.0,1,,Sin dato
Depto48MtsSantiago.IncluyeEstacionamientoyGC,Santiago,,48.0,1.0,1.0,1,,Pequeño (35-54m2)
DueñoArrienda1D+1BMetroToescaPiso2,Santiago,,38.0,1.0,1.0,0,,Pequeño (35-54m2)
Dpto1Dy1BMetroSanAlbertoHurtado(dueño),Estación Central,,35.0,1.0,1.0,0,,Pequeño (35-54m2)
SanDiego161,Santiago,296000.0,23.0,1.0,1.0,0,12870.0,Studio / Mini (<35m2)
DepartamentoMACIVERCONALAMEDA,Santiago,,30.0,1.0,1.0,0,,Studio / Mini (<35m2)
Departamento2D1B1Est,Santiago,51000.0,60.0,2.0,1.0,1,850.0,Mediano (55-74m2)
AcogedorDepartamentobarriohospitales,Independencia,,32.0,1.0,1.0,0,,Studio / Mini (<35m2)
ArriendoDepartamento3d2b80mt2,Maipú,620000.0,80.0,3.0,2.0,0,7750.0,Grande (75-99m2)
DEPARTAMENTOAVMATTA-CARMEN,Santiago,,29.0,1.0,1.0,0,,Studio / Mini (<35m2)
Dpto2D2BalladodemetroParqueAlmagro,Santiago,,53.0,2.0,2.0,0,,Pequeño (35-54m2)
EXCELENTEDEPARTAMENTOAMOBLADOYEQUIPADO,Providencia,52000.0,38.0,1.0,1.0,0,1368.0,Pequeño (35-54m2)
"AmplioDepartamentoenlaCalleCuriñancaN°920,SanMiguel.",San Miguel,440000.0,50.0,2.0,2.0,1,8800.0,Pequeño (35-54m2)
Depto2d+1bEnBlancoEncalada/ejército,Santiago,350000.0,50.0,2.0,1.0,0,7000.0,Pequeño (35-54m2)
ArriendodepartamentohomestudioenSantiagoCentro,Santiago,,,1.0,1.0,0,,Sin dato
HermosodepartamentoubicadoenlamejorcalledeSanMiguel,San Miguel,,60.0,2.0,2.0,1,,Mediano (55-74m2)
2D2B-MetroSantaAna,Santiago,,45.0,2.0,2.0,0,,Pequeño (35-54m2)
"ArriendoDeptoEnVicuñaMackenna1281,Santiago",Santiago,270000.0,28.0,1.0,1.0,0,9643.0,Studio / Mini (<35m2)
DepartamentoenAvenidaEcuador,Estación Central,,53.0,2.0,2.0,1,,Pequeño (35-54m2)
"NUEVO!1D,1B,1BOD-METROSANTAANAYCALYCANTO",Santiago,,37.0,1.0,1.0,0,,Pequeño (35-54m2)
DepartamentoenLordCochrane,Santiago,,48.0,2.0,2.0,0,,Pequeño (35-54m2)
Searriendadepto2D+2B+Est+BodCercanoAMetroSanAlbertoHurtado,Estación Central,,,2.0,2.0,1,,Sin dato
CondominioVillasana,Quinta Normal,,,3.0,1.0,0,,Sin dato
MetroSantaAna,Santiago,,,1.0,1.0,0,,Sin dato
Departamento2dormitoriosconestacionamientoMetroElParrón.Promoción30%descuentoelprimermesdearriendo,La Cisterna,,,2.0,1.0,1,,Sin dato
DepartamentoenAvenidaRecoleta,Recoleta,,68.0,3.0,2.0,0,,Mediano (55-74m2)
TerceraAvenida-1D-MetroDepartamental,San Miguel,,,1.0,1.0,0,,Sin dato
DepartamentoenEleuterioRamirez1291,Santiago,,,1.0,1.0,0,,Sin dato
"DPTON°801,1D+1B,METROECUADOR,ESTACIÓNCENTRA",Estación Central,,28.0,1.0,1.0,0,,Studio / Mini (<35m2)
"DPTON°2113,1D+1B,CALLECONDEDELMAULE,METROECUADOR",Estación Central,,28.0,1.0,1.0,0,,Studio / Mini (<35m2)
ARRIENDOCOMODODEPARTAMENTO1habitacion1bañoconEstacionamiento2cuadrasdePlazaÑuñoa,Ñuñoa,55000.0,45.0,1.0,1.0,0,1222.0,Pequeño (35-54m2)
DepartamentoenAvenidaSantaRosa,San Joaquín,,43.0,3.0,1.0,0,,Pequeño (35-54m2)
arriendodpto1dormitorio1bañometroparqueAlmagro,Santiago,,30.0,1.0,1.0,0,,Studio / Mini (<35m2)
DEPARTAMENTOKennedyconManquehue,Las Condes,925000.0,50.0,1.0,1.0,0,18500.0,Pequeño (35-54m2)
ArriendoDpto2D/2B/1E(90964),Quinta Normal,,,2.0,2.0,1,,Sin dato
ArriendoDpto2D/2BLaflorida(90999),La Florida,360000.0,,2.0,2.0,1,,Sin dato
NUEVO!!1D-1B-1E(92117),Santiago,,,1.0,1.0,1,,Sin dato
DepartamentoenLiraremodelado(79180),Santiago,520000.0,,3.0,2.0,1,,Sin dato
"Arriendo,cercanoametroParqueAlmagro(78315)",Santiago,300000.0,,1.0,1.0,0,,Sin dato
DEPARTAMENTOLlanquihue6290,La Florida,,37.0,1.0,1.0,0,,Pequeño (35-54m2)
DEPARTAMENTOArriendoDpto2DormitoriosAMOBLADO/Alameda/Maipu/Romero/MetroULA,Santiago,,45.0,2.0,1.0,0,,Pequeño (35-54m2)
"Depto3Dorms2BañosEstac.enFdezAlbano,LaCisterna",La Cisterna,50000.0,65.0,3.0,2.0,1,769.0,Mediano (55-74m2)
4dormitoriosexcelenteubicacion(98211),Las Condes,1480000.0,,4.0,3.0,2,,Sin dato
"DEPARTAMENTO3dormitorios,1estacionamientoMetroElLlano/MetroSanMiguel",San Miguel,50000.0,69.0,3.0,2.0,0,725.0,Mediano (55-74m2)
DepartamentoenFrayCamiloHenríquez,Santiago,,36.0,1.0,1.0,0,,Pequeño (35-54m2)
DEPARTAMENTOsantarosa202,Santiago,320000.0,72.0,1.0,1.0,0,4444.0,Mediano (55-74m2)
DEPARTAMENTOSantaElena1790,Santiago,,,1.0,1.0,0,,Sin dato
DEPARTAMENTONicasioRetamales048,Estación Central,,,1.0,1.0,0,,Sin dato
"DEPARTAMENTOHipódromo1310,Independencia.",Independencia,299000.0,28.0,1.0,1.0,0,10679.0,Studio / Mini (<35m2)
DEPARTAMENTOGuillermomann1305,Ñuñoa,,,2.0,1.0,0,,Sin dato
ARRIENDODEPTOPADREMIGUELOLIVARES2D+2B,Santiago,58000.0,,2.0,2.0,1,,Sin dato
"Deptoamplio1dormitorio,1bañoy1est.",Las Condes,888000.0,64.0,1.0,1.0,0,13875.0,Mediano (55-74m2)
"DEPTO.5°PISO3D,2B,1E-FRENTEAMALLARAU(93901)",Maipú,55000.0,,3.0,2.0,1,,Sin dato
"DEPARTAMENTOPrincipedeGales,CountryClub,Tobalaba",La Reina,888000.0,89.0,,2.0,0,9978.0,Grande (75-99m2)
"DEPARTAMENTOMariaAuxiliadora975,EstacióndelMetroSanMiguel",San Miguel,,34.0,1.0,1.0,0,,Studio / Mini (<35m2)
"DEPARTAMENTOVicuñaMackenna1432,Ñuñoa.",Ñuñoa,50000.0,52.0,2.0,2.0,0,962.0,Pequeño (35-54m2)
DEPARTAMENTOCoronelGodoyconCondedelMaule,Estación Central,,30.0,1.0,1.0,0,,Studio / Mini (<35m2)
DEPARTAMENTOAltoLasCondes,Vitacura,1110000.0,80.0,2.0,2.0,0,13875.0,Grande (75-99m2)
HermosodepartamentoAMOBLADOLasCondesCallao,Las Condes,1517000.0,85.0,2.0,2.0,1,17847.0,Grande (75-99m2)
Ampliodepto1dormmetromiradorLaFlorida,La Florida,,37.0,1.0,1.0,0,,Pequeño (35-54m2)
DEPARTAMENTOENARRIENDOMUYACOGEDORYCENTRALUBICACION,Santiago,,48.0,2.0,1.0,1,,Pequeño (35-54m2)
Arriendodepartamentonuevoequipado,Ñuñoa,,37.0,1.0,1.0,0,,Pequeño (35-54m2)
Ampliodepto4dorm4bañosladoParqueArauco,Las Condes,1517000.0,140.0,4.0,4.0,2,10836.0,Premium (100m2+)
DepartamentoenAndrésdeVera,Vitacura,2500000.0,140.0,4.0,3.0,2,17857.0,Premium (100m2+)
DepartamentoenEleuterioRamírez,Santiago,50000.0,50.0,2.0,2.0,1,1000.0,Pequeño (35-54m2)
Departamentoreciénlimpioenprofundidad,Estación Central,,39.0,1.0,1.0,0,,Pequeño (35-54m2)
ATRESCUADRASESTACIONMETROSANALBERTOHURTADO,Estación Central,,44.0,2.0,2.0,0,,Pequeño (35-54m2)
DepartamentoenAlcaldePedroAlarcón,San Miguel,450000.0,52.0,2.0,2.0,1,8654.0,Pequeño (35-54m2)
DepartamentoenDieciocho,Santiago,300000.0,23.0,1.0,1.0,0,13043.0,Studio / Mini (<35m2)
DepartamentoenMontau,Independencia,,45.0,1.0,1.0,1,,Pequeño (35-54m2)
ArriendoPuenteAltocalleOrdenyPatria,Puente Alto,,42.0,1.0,1.0,1,,Pequeño (35-54m2)
AcogedorDepartamentoseArriendaenSanMiguel,San Miguel,,55.0,3.0,,0,,Mediano (55-74m2)
arriendoHermosodepartamento(95204),Santiago,250000.0,,1.0,1.0,0,,Sin dato
AMOBLADOSANTAVICTORIA-CARMEN(86905),Santiago,290000.0,,1.0,1.0,0,,Sin dato
ADOSCUADRASYMEDIA(87090),Santiago,490000.0,,3.0,2.0,0,,Sin dato
DEPARTAMENTOENARRIENDO2DY2BAÑOS(63165),Santiago,,,2.0,2.0,1,,Sin dato
AESTRENAR(98232),Ñuñoa,,,2.0,1.0,0,,Sin dato
MetroMoneda(98450),Santiago,,,1.0,1.0,0,,Sin dato
DEPTO3D2BESt.METROSANTAISABEL,Santiago,58000.0,65.0,3.0,2.0,1,892.0,Mediano (55-74m2)
DepartamentoEYZAGUIRRE/METROPARQUEALMAGRO,Santiago,,45.0,2.0,1.0,0,,Pequeño (35-54m2)
ArriendoDpto.1d/1bPortugal/santaIsabel$265Mil,Santiago,255000.0,,1.0,1.0,0,,Sin dato
"ArriendoDp1d-LeonorCepeda952,Independencia(metroHos",Independencia,,,1.0,1.0,0,,Sin dato
Enarriendo-2dormitoriosy1baño,Independencia,225000.0,43.0,2.0,1.0,0,5233.0,Pequeño (35-54m2)
DEPARTAMENTOAvMACUL,Macul,700000.0,89.0,3.0,2.0,0,7865.0,Grande (75-99m2)
DEPARTAMENTOAv.FernándezAlbano637,La Cisterna,,,2.0,1.0,0,,Sin dato
DEPARTAMENTOLasVioletas/PedrodeValdivia/Providencia,Providencia,1200000.0,89.0,2.0,2.0,0,13483.0,Grande (75-99m2)
DEPARTAMENTOgrutadelourdes,Quinta Normal,,47.0,2.0,1.0,0,,Pequeño (35-54m2)
DepartamentoZENTENOCONVICTORIA,Santiago,,27.0,1.0,1.0,0,,Studio / Mini (<35m2)
Arriendodpto2dormitorios+BOD+ESTcercanoaMetr,Estación Central,300000.0,43.0,2.0,1.0,1,6977.0,Pequeño (35-54m2)
AMPLIOYCOMODODEPTO3DORM2BAESTBODBUENSECTORÑUÑOA,Ñuñoa,80000.0,88.0,3.0,2.0,1,909.0,Grande (75-99m2)
"ARRIENDODEPTOAMOBLADO2D1B,SANPABLO1391",Santiago,50000.0,47.0,2.0,1.0,0,1064.0,Pequeño (35-54m2)
ARRIENDOHERMOSODEPARTAMENTOENVITACURA4DO3BA2EST1BO,Vitacura,1924000.0,162.0,4.0,3.0,2,11877.0,Premium (100m2+)
ARRIENDOHERMOSODEPARTAMENTOENLASCONDES4DO4BA2E1B,Vitacura,2220000.0,179.0,4.0,4.0,2,12402.0,Premium (100m2+)
ARRIENDODEPARTAMENTO2HAB0BALASCONDES,Las Condes,851000.0,70.0,2.0,,1,12157.0,Mediano (55-74m2)
Departamento,Recoleta,,36.0,1.0,1.0,0,,Pequeño (35-54m2)
Departamento2dormitoriosmaculcaminoagricola,Macul,,,2.0,2.0,1,,Sin dato
DptoamobladoestilomariposaenSantiagoCentro,Santiago,60000.0,60.0,2.0,2.0,0,1000.0,Mediano (55-74m2)
DEPARTAMENTORaulLabbe//ElRadal//Mampato,Lo Barnechea,1100000.0,80.0,2.0,2.0,0,13750.0,Grande (75-99m2)
"ArriendoDeptoHomeEstudio,Departamental#927",San Miguel,,28.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoSantiagoCentro,Santiago,,38.0,1.0,1.0,0,,Pequeño (35-54m2)
Departamentoamobladoconestacionamientocontratocortoolargoplazo,Maipú,75000.0,72.0,3.0,2.0,1,1042.0,Mediano (55-74m2)
1Dormitorio+1BañoCercanoaMetroEcuador,Estación Central,,,1.0,1.0,0,,Sin dato
Arriendodepartamento1D+1BenMorandé(SantiagoCentro),Santiago,290000.0,36.0,1.0,1.0,0,8056.0,Pequeño (35-54m2)
DepartamentoEstudio-EdificioSanDiego,Santiago,305990.0,32.0,1.0,1.0,0,9562.0,Studio / Mini (<35m2)
"ArriendoDeptoEnVicuñaMackenna1281,Santiago",Santiago,270000.0,28.0,1.0,1.0,0,9643.0,Studio / Mini (<35m2)
DepartamentoenLaVirgen,Recoleta,,28.0,1.0,1.0,1,,Studio / Mini (<35m2)
DepartamentoenVillasana,Quinta Normal,380000.0,46.0,3.0,1.0,0,8261.0,Pequeño (35-54m2)
DepartamentoenVillasana,Quinta Normal,380000.0,46.0,3.0,1.0,0,8261.0,Pequeño (35-54m2)
DepartamentoenGuillermoMann,Ñuñoa,,35.0,1.0,1.0,0,,Pequeño (35-54m2)
DEPTO1DORMITORIO,Santiago,,30.0,1.0,1.0,0,,Studio / Mini (<35m2)
ArriendoDepartamentoSantiagoCentro,Santiago,,42.0,2.0,1.0,0,,Pequeño (35-54m2)
"Depto2D1B1E,MetroCarlosValdovinosincluyeestacionamiento",San Joaquín,,,2.0,1.0,0,,Sin dato
"ArriendoDepto1D1BconEstacionamiento,LosClarinesMacul",Macul,,40.0,1.0,1.0,1,,Pequeño (35-54m2)
DepartamentoenJoséManuelBalmaceda,Renca,340000.0,35.0,2.0,1.0,0,9714.0,Pequeño (35-54m2)
"ArriendoDepto.MetroPlazaEgaña,a4minutos.",Ñuñoa,56000.0,39.0,1.0,,0,1436.0,Pequeño (35-54m2)
EXCELENTEDEPARTAMENTO,Maipú,,,4.0,1.0,1,,Sin dato
DepartamentoEnArriendoEnLaFlorida,La Florida,70000.0,,3.0,2.0,1,,Sin dato
"EstudioNuevoybodega,GrutadeLourdes",Quinta Normal,,,1.0,1.0,0,,Sin dato
ARRIENDODEPTODE1D-1B.METROBELLASARTES(93384),Santiago,,,1.0,1.0,0,,Sin dato
"ARRIENDODP.1DOR-METROPARQUEO,HIGGINS(86986)",Santiago,,,1.0,1.0,0,,Sin dato
"2dorm,2baños,ambosensuite(87546)",Ñuñoa,777000.0,,2.0,2.0,1,,Sin dato
SEARRIENDADEPTOENEXCLUSIVOCONDOMINIO(63607),Ñuñoa,407000.0,,1.0,1.0,0,,Sin dato
"AMPLIOSESPACIOS,PROVIDENCIA,CONECTIVIDAD(81791)",Providencia,1100000.0,,1.0,2.0,1,,Sin dato
DEPARTAMENTODepartamentoenarriendoSantiagoCentro,Santiago,,37.0,1.0,1.0,0,,Pequeño (35-54m2)
DEPARTAMENTOSantiago,Santiago,,48.0,2.0,2.0,0,,Pequeño (35-54m2)
DEPARTAMENTOArriendaDepto2DormitoriosEstiloMariposa.MetroParqueAlmagro,Santiago,530000.0,55.0,2.0,2.0,0,9636.0,Mediano (55-74m2)
DEPARTAMENTOLatadía/AméricoVespucio,Las Condes,1400000.0,106.0,2.0,3.0,0,13208.0,Premium (100m2+)
ArriendodeDeptoConceptoAbierto_MetroUdeChile,Santiago,280000.0,,1.0,1.0,0,,Sin dato
1dorm.estac.bodega.dueña.metros.migue,San Miguel,,38.0,1.0,1.0,1,,Pequeño (35-54m2)
LindoDepartamentoEnArriendo,Providencia,,,1.0,1.0,1,,Sin dato
DEPARTAMENTOMetroCiudaddelNiño,San Miguel,60000.0,66.0,3.0,2.0,0,909.0,Mediano (55-74m2)
DEPARTAMENTOapasosdelmetroÑuble,Santiago,,32.0,1.0,1.0,0,,Studio / Mini (<35m2)
DEPARTAMENTOPlacilla149,Estación Central,,,1.0,1.0,0,,Sin dato
Dpto2dconterrazayjardín!metrotobalaba,Providencia,89000.0,65.0,2.0,2.0,0,1369.0,Mediano (55-74m2)
"DEPARTAMENTOAvenidaFernándezAlbano492LaCisterna,metroElParrón",La Cisterna,,50.0,2.0,1.0,0,,Pequeño (35-54m2)
DEPARTAMENTOPlacilla149,Estación Central,,,2.0,2.0,0,,Sin dato
DEPARTAMENTOPedrodeValdivia,Ñuñoa,58000.0,57.0,2.0,2.0,0,1018.0,Mediano (55-74m2)
DEPARTAMENTOAvenidaJoséMiguelCarrera5972,San Miguel,430000.0,72.0,3.0,2.0,0,5972.0,Mediano (55-74m2)
DEPARTAMENTOVicuñaMackennaconÑuble,Santiago,51000.0,60.0,2.0,2.0,0,850.0,Mediano (55-74m2)
"DepartamentoSEARRIENDADEPTO2D2B1E1B,4°AVENIDASANMIGUEL",San Miguel,,67.0,2.0,2.0,0,,Mediano (55-74m2)
"Impecable,SanNicolas.2D+2B+EstacyBod.(78631)",San Miguel,490000.0,,2.0,2.0,1,,Sin dato
DEPARTAMENTOMETROSantaAna,Santiago,,35.0,1.0,1.0,0,,Pequeño (35-54m2)
DEPARTAMENTOMetroGrutadeLourdes,Quinta Normal,,39.0,1.0,1.0,0,,Pequeño (35-54m2)
"Luminosodpto3d,2b,bodega,chacabuco,santiago",Santiago,,52.0,3.0,2.0,0,,Pequeño (35-54m2)
"SEARRIENDADEPTO.CORONELSOUPER4060,ESTACIONC",Estación Central,200000.0,45.0,2.0,1.0,0,4444.0,Pequeño (35-54m2)
"DptoNuevo2d2bEstBodEd.ThePlace,Ñuñoa,SinComisión",Ñuñoa,59000.0,,2.0,2.0,1,,Sin dato
DepartamentoenChacabuco,Santiago,,46.0,2.0,1.0,1,,Pequeño (35-54m2)
CONDOMINIOCONÁREASVERDESYSEGURIDAD,Quilicura,54000.0,74.0,3.0,2.0,1,730.0,Mediano (55-74m2)
"DEPARTAMENTOCatedral2165,departamento512,comunadeSantiago",Santiago,,31.0,1.0,1.0,0,,Studio / Mini (<35m2)
SEARRIENDADEPTODE2D1BMASBODEGAENQUINTANORMALCERCANOAMETROPADREHURTADO,Quinta Normal,,45.0,2.0,1.0,0,,Pequeño (35-54m2)
DepartamentoenAvenidaSanCarlos,Puente Alto,50000.0,58.0,3.0,2.0,1,862.0,Mediano (55-74m2)
AvMatta747,Santiago,,,2.0,2.0,1,,Sin dato
Catedral2850/MetroQ.normalYCumming/1d+1b+estac+bodega,Santiago,320000.0,35.0,1.0,1.0,1,9143.0,Pequeño (35-54m2)
Departamento2dormitoriosMetroHospitales.30%descuentoprimermesdearriendo,Independencia,385000.0,,2.0,1.0,1,,Sin dato
DEPARTAMENTOCallao-ElGolf-MetroAlcántara,Las Condes,1073000.0,57.0,1.0,1.0,0,18825.0,Mediano (55-74m2)
DEPARTAMENTOLosMilitares-RosarioNorte-Manquehue-MetroManquhue,Las Condes,1400000.0,72.0,2.0,2.0,0,19444.0,Mediano (55-74m2)
ARRENDAMIENTODEPTO.3D+2B.STGO.CENTRO(96706),Santiago,,,3.0,2.0,0,,Sin dato
FuenzalidaUrrejola.MetroLoOvalle(94538),La Cisterna,,,2.0,2.0,0,,Sin dato
SanIgnacio.MetroParqueO'higgins(94943),Santiago,,,2.0,1.0,0,,Sin dato
"JuanMontalvo,excelenteubicación(94440)",Las Condes,1300000.0,,,,0,,Sin dato
RemodeladoDepto3D1BLasRejas/5Abril(95430),Santiago,,,3.0,,0,,Sin dato
DepartamentoLuminosoHernandodeMagallanes(74161),Las Condes,63000.0,,1.0,1.0,1,,Sin dato
DúplexenVillaPortales–3D2B(87936),Estación Central,,,3.0,2.0,0,,Sin dato
CómododepartamentocercadeSantaRosa(71611),Santiago,330000.0,,1.0,1.0,1,,Sin dato
"Deptosseminuevos,bajosgg.cc.,MLoOvalle(71465)",La Cisterna,,,2.0,1.0,1,,Sin dato
DepartamentoDPTO,La Florida,,70.0,2.0,1.0,0,,Mediano (55-74m2)
Searriendadepto1D/1BMetroVicenteValdes(98580),La Florida,,,1.0,1.0,0,,Sin dato
ArriendoDepartamento-ParqueOhiggins(98626),Santiago,,,1.0,1.0,0,,Sin dato
DEPARTAMENTOMetroSantaIsabelconSantaVictoria,Santiago,300000.0,32.0,1.0,1.0,0,9375.0,Studio / Mini (<35m2)
ExclusivoDepartamentoconVistaalClubdeGolfLosLeones,Las Condes,4440000.0,,3.0,4.0,2,,Sin dato
DEPARTAMENTOEstoril//Tabancura//LasCondes,Las Condes,1000000.0,95.0,1.0,1.0,0,10526.0,Grande (75-99m2)
ARRIENDOACOGEDORDPTO.3D+1BEDIFICIONUEVAREAL.LACISTERNA.,La Cisterna,,49.0,3.0,1.0,0,,Pequeño (35-54m2)
ArriendoDepto.3D/2B+Est-Santiago,Santiago,57000.0,72.0,3.0,2.0,1,792.0,Mediano (55-74m2)
Departamentode1dormitorioapasosdelmetro,Santiago,300000.0,32.0,1.0,1.0,0,9375.0,Studio / Mini (<35m2)
DepartamentoSINAVAL!!!ESTUDIOCONBODEGA,Macul,,33.0,,1.0,0,,Studio / Mini (<35m2)
"""arriendodedptomodernoenlaflorida""",La Florida,,44.0,2.0,1.0,0,,Pequeño (35-54m2)
DepartamentoSANFRANCISCOCONSANTAISABEL,Santiago,,38.0,1.0,1.0,0,,Pequeño (35-54m2)
DEPARTAMENTOSalesianos815,San Miguel,,44.0,1.0,1.0,0,,Pequeño (35-54m2)
DepartamentoCERCANOAESTACIÓNPLAZADEARMASYSANTAANA,Santiago,,52.0,,2.0,0,,Pequeño (35-54m2)
DepartamentoCalleLibertadN°1290,Santiago,260000.0,44.0,1.0,1.0,0,5909.0,Pequeño (35-54m2)
